previous_experiment,current_experiment,task,route,metric,previous,current,relative_change_pct,comparison,previous_technical_path,current_technical_path
exp001,exp002,pv,weekly/generating,rmse,561.967067104575,561.9670671045745,-8.092064063993297e-14,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,weekly/generating,wape_pct,9.022917764111,9.0229177641105,-5.532093774110228e-12,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,yesterday/all,mae,650.505229858769,650.5052298587694,6.990679398306977e-14,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,yesterday/all,rmse,1128.992408663338,1128.9924086633378,-2.0139522081678955e-14,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,yesterday/all,wape_pct,14.08540627892,14.085406278920273,1.9295332420406214e-12,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,yesterday/all,mae,0.084352704925,0.0843527049248574,-1.6904528414598858e-10,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,yesterday/all,rmse,0.123869888604,0.1238698886037017,-2.408196635121047e-10,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,yesterday/all,wape_pct,11.13194777199,11.13194777199048,4.324424739835191e-12,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,yesterday/all,mae,185.443597519878,185.44359751987844,2.2989504472396875e-13,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,yesterday/all,rmse,375.329690617418,375.3296906174179,-3.028985997206908e-14,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,yesterday/all,wape_pct,7.793245678659,7.793245678658909,-1.1624707156030721e-12,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,yesterday/generating,mae,331.765199703946,331.7651997039464,1.199354038279873e-13,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,yesterday/generating,rmse,502.02461878975,502.02461878975026,5.661417461741481e-14,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,yesterday/generating,wape_pct,7.793151674989,7.793151674988906,-1.2080723744972687e-12,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题2/all,mae,180.266700604838,163.71456242661552,-9.182027586174318,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题2/all,rmse,247.335082563704,221.4438396092041,-10.468083494718666,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题2/all,wape_pct,3.903319450838,3.5449155820856135,-9.182027586172612,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题2/all,mae,180.876632936224,172.52778714841216,-4.615768025024883,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题2/all,rmse,341.712692134083,344.1314275743097,0.7078272173974884,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题2/all,wape_pct,7.601319521692,7.2504602457295375,-4.615768025027893,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题2/generating,mae,307.203132527056,307.4009636487566,0.06439749493216855,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题2/generating,rmse,456.266992649426,460.26158814914953,0.8754951736762546,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题2/generating,wape_pct,7.216189669536,7.220836714912432,0.06439749492796515,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题3/all,mae,179.321149769712,163.71456242661552,-8.70314927332264,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题3/all,rmse,244.760323447043,221.4438396092041,-9.526251440374365,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题3/all,wape_pct,3.882845414568,3.5449155820856135,-8.703149273327021,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题3/all,mae,157.232026076588,158.24157221397832,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题3/all,rmse,299.389993322311,298.65762017305246,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题3/all,wape_pct,6.607657660636,6.650083719976286,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题3/generating,mae,264.545062998561,277.02291575453376,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题3/generating,rmse,398.986241514966,397.9422511589976,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题3/generating,wape_pct,6.214153270617,6.507257547956362,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题4-2/all,mae,180.976868591427,163.71456242661552,-9.538404713910062,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题4-2/all,rmse,248.607626025432,221.4438396092041,-10.926368933449014,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题4-2/all,wape_pct,3.918696736305,3.5449155820856135,-9.538404713905736,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,正式预测问题4-2/all,mae,0.042672876591,0.0416306227910067,-2.442426860468833,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,正式预测问题4-2/all,rmse,0.057260333023,0.0563566396148199,-1.5782189178276478,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,正式预测问题4-2/all,wape_pct,5.631499712075,5.493954450396747,-2.4424268615930074,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题4-2/all,mae,179.909221442304,172.52778714841216,-4.102866009155077,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题4-2/all,rmse,340.295575574575,344.1314275743097,1.1272118343760487,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题4-2/all,wape_pct,7.560664165857,7.2504602457295375,-4.102866009157029,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题4-2/generating,mae,306.152155453125,307.4009636487566,0.4079044270595803,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题4-2/generating,rmse,454.403874397517,460.26158814914953,1.2890985490383768,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv,正式预测问题4-2/generating,wape_pct,7.191502258827,7.220836714912432,0.40790442705383756,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题4-3/all,mae,180.385414529769,163.71456242661552,-9.24179604355002,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题4-3/all,rmse,247.293062146117,221.4438396092041,-10.452870093718792,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,load,正式预测问题4-3/all,wape_pct,3.905889966472,3.5449155820856135,-9.241796043538752,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,正式预测问题4-3/all,mae,0.042806089586,0.0416306227910067,-2.7460270404558145,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,正式预测问题4-3/all,rmse,0.057467320453,0.0563566396148199,-1.9327172894523152,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,price,正式预测问题4-3/all,wape_pct,5.649079706643,5.493954450396747,-2.7460270398350737,同口径,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题4-3/all,mae,158.185756847293,158.24157221397832,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题4-3/all,rmse,300.819320910991,298.65762017305246,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题4-3/all,wape_pct,6.647738085665,6.650083719976286,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
exp001,exp002,pv_corrected,正式预测问题4-3/generating,mae,265.794944621931,277.02291575453376,,pv_interpolation,区间终点对齐 → 因果历史窗口与已发布预报 → 三种独立分支神经网络残差预测 → 三种子平均与月初验证费用选模 → 线性规划计划及日内重算 → 固定因果执行 → 逐区间独立结算,区间终点与小时点积分 → 周期基础预测 → 固定四分支轻量残差网络 → 固定正式种子与三种子稳定性评价 → 联合残差与非预见性场景树 → 期望费用加条件尾部风险的混合整数规划 → 精确因果储能执行 → 最终净调整结算
